legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian_with_replacement | a=1 | b=1 | critical_value=0.05,2000.0,2000.0,70.0,46.0,34.0,27.0,22.0,17.0,15.0,12.0,10.0,10.0,7.0,7.0,7.0,7.0
